it	0.0	1.0	2.0	3.0	4.0	5.0
L	0.0	0.0019685347846465943	0.0018025147439782504	0.0010254874046330222	0.000976743182772901	0.00097238810014827
norm	2.0	0.7115084880882497	0.25637233298764067	0.16181068914574806	0.05315524228462949	0.023236565083933968
offset	0.0	0.0	0.0	0.0	0.0	0.0
tiltx0	0.0	0.0	0.0	0.0	0.0	0.0
tilty0	0.0	0.0	0.0	0.0	0.0	0.0
tiltx1	0.0	-0.002872421145750207	0.0009575961290489883	0.0018762962763774092	0.008970983818925908	0.010490897097440626
tilty1	0.0	0.015171714337895777	0.009600639715386178	0.033453073634035574	0.03852128226352426	0.040954203638641884
a4	0.0	-0.1404629545802887	-0.3006657225679372	-0.3674615317570874	-0.3746686688658594	-0.3902625880308374
a5	0.0	-0.1488972153407098	-0.11635124460097124	-0.14371563060410011	-0.14824099038865177	-0.15213374131121513
a6	0.0	0.1957132083012581	0.1934181558209082	0.2119586206412123	0.2110932974858579	0.21684532013025118
a7	0.0	-0.006913095578003659	-0.01002460592970391	-0.027412685930107827	-0.01928964448250598	-0.014102779871078757
a8	0.0	-0.005418543903056567	0.017249774144715603	0.060581819598883126	0.05994029660930996	0.06882259906785837
a9	0.0	-0.08427228386238184	-0.07346812031119578	-0.17432596171505105	-0.1746477163918865	-0.17703906739243447
a10	0.0	0.09482433679808636	0.08393945813934167	0.11331746450422121	0.0646570114229611	0.05841542479511953
a11	0.0	-0.6062305691086457	-0.4315442082982776	-0.3924976366890391	-0.3990838388812151	-0.40115571445435816
a12	0.0	-0.18791170258383813	-0.20802385160486203	-0.1825439112619661	-0.1746479904151314	-0.1724558983994654
a13	0.0	0.05666400831896029	0.06849075903095815	0.069893045283967	0.06518106155020595	0.06238157918394122
a14	0.0	-0.05090462094984613	-0.02558757544663308	0.02609624544249403	0.02033339195419464	0.026104309661438004
a15	0.0	0.03167000640317863	-0.048904432338258	-0.004225028324855398	0.004764548474418871	0.011056270952085157
