file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.025922476371879118
tilty1	-0.007999968678344264
a4	-0.4587964113086722
a5	-0.10195948538955425
a6	0.3113251263258056
a7	0.09507836800815712
a8	0.08984672136744762
a9	0.12143693074041531
a10	0.07408399691538331
a11	-0.44498228508120935
a12	-0.12868121183788367
a13	-0.01644351727607525
a14	-0.0243254766168072
a15	0.13075468068267093
a16	0.061975950182471234
a17	0.04170967734775186
a18	0.020109239281232563
a19	-0.01896812747261357
a20	0.03136356613354614
a21	-0.017155717300175937
