file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	0.015605208687352587
tilty1	0.0016152945132230593
a4	-0.032494342394465206
a5	0.03273067851253739
a6	0.17389774002210828
a7	0.01569466433283931
a8	-0.019878421193694
a9	0.1890676398570152
a10	0.0103712570254275
a11	-0.6810937220372058
a12	-0.19897098975294525
a13	-0.02143423342288825
a14	-0.0999958725383375
a15	0.059257362699483514
