file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.02865979497128847
tilty1	0.002403066381760924
a4	-0.337663898389033
a5	-0.16290053633593576
a6	0.21894966951439376
a7	-0.06826782385676691
a8	0.10970346670341799
a9	-0.13303387019080856
a10	0.047657224221378885
a11	-0.42684756431678883
a12	-0.22474475625549048
a13	0.05032442100255856
a14	-0.015441693211798469
a15	-0.03992095443776869
a16	0.08006188572833348
a17	0.003836132145863767
a18	0.015381379677679465
a19	0.053624361172320834
a20	0.01721262783663292
a21	0.05309439550729208
