file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	0.002472135087501032
tilty1	0.005366874080959346
a4	-0.07979751071120718
a5	-0.11547319405028494
a6	0.19160120739041378
a7	-0.029990140533637778
a8	0.010832071402664364
a9	0.16156547977574232
a10	0.08088636565248288
a11	-0.6745626985210645
a12	-0.1597916079714397
a13	-0.025893479140092844
a14	-0.04727662720242295
a15	0.08244988658564255
