file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.06490486148752349
tilty1	0.005768584078617524
a4	-0.08080626361264069
a5	-0.06401353407153908
a6	0.15516745737292947
a7	0.01083901753913223
a8	-0.009625473395634772
a9	0.15152107428733386
a10	0.014955035786207393
a11	-0.6950054314873532
a12	-0.18041752423652874
a13	-0.017582794987969823
a14	-0.09630929606976506
a15	0.05275618473200443
