file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.005292458288877517
tilty1	0.0007994376413107251
a4	-0.09984937605332937
a5	-0.17043554983367612
a6	0.20424032806082743
a7	-0.022222608227151244
a8	-0.007638600750029593
a9	-0.15607304641458952
a10	0.037688440532744866
a11	-0.6161110049844819
a12	-0.21205979833014005
a13	0.05996267857927763
a14	-0.11298246981227407
a15	0.0042690581861741525
