file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.004468543575346947
tilty1	0.019227168897361518
a4	-0.36086901020166134
a5	-0.2769385429801131
a6	0.1727022120047324
a7	-0.003686118248286339
a8	0.07561490639750323
a9	-0.07828555212197448
a10	0.10746552295130778
a11	-0.4082916183231551
a12	-0.1869426681120418
a13	0.05336395946363152
a14	0.030162080005773244
a15	-0.00010958119693291711
a16	0.0718921914512638
a17	0.02602440315422526
a18	-0.0022141467466864715
a19	0.0487483765948908
a20	0.0335652671945426
a21	0.017077294194716874
