it	0.0	1.0	2.0	3.0	4.0	5.0	6.0
L	0.0	0.00227371280676862	0.002600347795261314	0.0013700568069390073	0.001223377827301044	0.0012037708596836832	0.0011966974556330177
norm	2.0	0.736318394229641	0.23674849233178705	0.2831013081254523	0.05881170100677481	0.05105239298421558	0.01648779026456195
offset	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tiltx0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tilty0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tiltx1	0.0	-0.01724099751874311	-0.01619038703056018	-0.023367847480875746	-0.023933829566455612	-0.025908891736654633	-0.025922476371879118
tilty1	0.0	0.007339491315221635	0.01025715487918551	-0.0014029447809284223	-0.003489176467899079	-0.007853957717672895	-0.007999968678344264
a4	0.0	-0.06976955885884677	-0.14243606568815553	-0.3974687047714594	-0.4128227812895576	-0.45412343097776287	-0.4587964113086722
a5	0.0	-0.10993366083628682	-0.09847822333386436	-0.10717264410119848	-0.1068975174843868	-0.10329499777043985	-0.10195948538955425
a6	0.0	0.22841847250578595	0.2083697854349319	0.2806040036304942	0.2895024948849658	0.3090870844505273	0.3113251263258056
a7	0.0	0.02033015590555956	0.02081646903266121	0.06373058847862931	0.07608481654453245	0.0904202192849584	0.09507836800815712
a8	0.0	0.028158779300163972	0.03595589443224992	0.07196525602662765	0.08541999385783886	0.08909402408629097	0.08984672136744762
a9	0.0	0.10650212312074034	0.098664433830981	0.10891734569145571	0.1153731848181857	0.1206410524668931	0.12143693074041531
a10	0.0	0.07969107159704586	0.07827284973623796	0.07626866583982869	0.07739567208614206	0.07683826732358273	0.07408399691538331
a11	0.0	-0.6396690278734177	-0.42173179897486435	-0.4139562565573976	-0.44064411592800573	-0.4404513103068764	-0.44498228508120935
a12	0.0	-0.1650392285364212	-0.16786509544093117	-0.17933656530216552	-0.13955124824380968	-0.13804367989016064	-0.12868121183788367
a13	0.0	0.012745888906991333	-0.006930952175707352	-0.004540304207877831	-0.013269563832099124	-0.014320223526430632	-0.01644351727607525
a14	0.0	-0.04908495441115132	-0.03443500315536735	0.006399266693496726	-0.004628222791893604	-0.015013658566172858	-0.0243254766168072
a15	0.0	0.059899419359912734	0.04628501733912094	0.11179375074378547	0.12535057658974255	0.13141140892675582	0.13075468068267093
a16	0.0	0.06423415645621415	0.048586796462159465	0.05790871907583185	0.062177767892051976	0.061134851333623855	0.061975950182471234
a17	0.0	0.07319032573391979	0.04493083268350293	0.04161642666056538	0.03951735085854771	0.041255384486616815	0.04170967734775186
a18	0.0	0.02826253905933596	0.0216621611321282	0.027046043121421247	0.023874497104019825	0.02159211041774025	0.020109239281232563
a19	0.0	-0.000884028763202975	-0.023328942722146216	-0.014670807136808633	-0.019075793808460643	-0.018180045482162285	-0.01896812747261357
a20	0.0	0.012288777421032675	0.022132726912136684	0.025177817620747934	0.024407398405174703	0.03128484055608467	0.03136356613354614
a21	0.0	-0.027897961798496636	-0.016820594681423953	-0.019772478558316084	-0.025529098760681226	-0.020178473079672264	-0.017155717300175937
