file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	0.010490897097440626
tilty1	0.040954203638641884
a4	-0.3902625880308374
a5	-0.15213374131121513
a6	0.21684532013025118
a7	-0.014102779871078757
a8	0.06882259906785837
a9	-0.17703906739243447
a10	0.05841542479511953
a11	-0.40115571445435816
a12	-0.1724558983994654
a13	0.06238157918394122
a14	0.026104309661438004
a15	0.011056270952085157
