it	0.0	1.0	2.0	3.0	4.0	5.0
L	0.0	0.025664484597275765	0.0054534320466517044	0.00393402878874076	0.003837636979339356	0.003804728472324129
norm	2.0	0.9002048716607994	0.28664292606157815	0.10042298485094885	0.08517071129495357	0.04411549596698437
offset	0.0	0.0	0.0	0.0	0.0	0.0
tiltx0	0.0	0.0	0.0	0.0	0.0	0.0
tilty0	0.0	0.0	0.0	0.0	0.0	0.0
tiltx1	0.0	0.00012223129495977925	0.010105985323944881	0.009869763012821008	0.015114451459497023	0.016269867932172253
tilty1	0.0	0.0029140651974306556	-0.0010848003923630296	-0.0029999793367540906	-0.004272242742618662	-0.005391561037265031
a4	0.0	-0.7797387803806558	-0.855643461905726	-0.8808923044341747	-0.8888403728623574	-0.8931925375251855
a5	0.0	-0.055022101609498136	-0.05945623517213604	-0.06118785376108408	-0.06073354321605868	-0.06007109094320641
a6	0.0	0.019569543520254563	0.06248185375526331	0.056825365709595316	0.027687465688400293	0.02373149825709355
a7	0.0	0.14616168357177137	0.07843227015434928	0.10938711599649617	0.12328959636562473	0.13818470479182202
a8	0.0	-0.06555797708258582	-0.06166069196995971	-0.048372145313291745	-0.03625958519413763	-0.03114981782515975
a9	0.0	0.14263968100339636	0.12758873385826397	0.1571134301595456	0.18453587354905449	0.19956459360803
a10	0.0	-0.07458477020791981	-0.015379793276227918	-0.040272209522247915	-0.06218313478810274	-0.07605538426856169
a11	0.0	-0.2887493108075703	-0.14512208929339088	-0.18857235369816372	-0.1732458041494671	-0.17352254880896464
a12	0.0	0.07180761841639087	0.048437319796245534	0.05925123065730274	0.054267269261607146	0.06018903412536643
a13	0.0	0.08694142380701231	0.0959332602371615	0.107845667408666	0.11954917071270144	0.11914833428198468
a14	0.0	0.194974689196366	0.2845124332083784	0.2808940280000798	0.28558436062136794	0.2827356157246452
a15	0.0	0.002439914265496765	0.028998921172641842	0.08240253753725071	0.14072922091997794	0.16748464653797346
a16	0.0	0.03560307210608196	0.19270366958357843	0.17623627918334883	0.1931315747858	0.2014162868379777
a17	0.0	-0.04413250295550537	-0.09533031553575042	-0.09187803698967723	-0.0936927481552039	-0.10176696949305276
a18	0.0	0.0619716859298589	0.02204054216915273	0.04004244949048216	0.03768368621472649	0.04341807776980877
a19	0.0	-0.05384137539692803	0.02479611652356703	-0.008392063999495714	0.007213229746933225	-0.007895687642937101
a20	0.0	0.04154244144207497	0.07309195828322552	0.06530471198829693	0.06198920962870095	0.057799249366206194
a21	0.0	-0.03993094500904633	-0.033774541458164886	-0.03260977730565857	-0.013350617823485983	-0.004956396652618138
