file	random_cam1_517nm
output	Kiruna/2024-04-16
ext	.fits
Jmin	4
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.06
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
a1	0.0
a2	0.0
a3	0.0
a4	-0.008198726811973131
a5	0.012742937792645214
a6	0.18749872871604464
a7	-0.15517262971961795
a8	-0.047137802527224965
a9	0.07027459447992876
a10	0.11184434789468588
a11	-0.5016718786525967
a12	-0.24077748619716066
a13	-0.00012843312979169351
a14	0.0511277088160388
a15	0.04420821709501059
