file	random_cam1_517nm
output	Kiruna/2024-04-16
ext	.fits
Jmin	4
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.06
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
a1	0.0
a2	0.0
a3	0.0
a4	-0.43471702564832243
a5	-0.1443024577623811
a6	-0.008507477529189145
a7	0.16135060519302877
a8	0.012671414012595729
a9	0.400112395227326
a10	-0.005167865052013342
a11	-0.5696008906730758
a12	-0.1121830499245972
a13	-0.09385916826727501
a14	-0.1079982652958273
a15	0.04538246786750246
