file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.06
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.14038367634981988
tilty1	-0.08588436963642647
a4	-0.06561659526307874
a5	-0.014019208408875897
a6	0.11708639856283717
a7	-0.005191753973043906
a8	-0.0013248364399946443
a9	0.1721429509006793
a10	0.024139479429256205
a11	-0.7992347885847056
a12	-0.16754245784588095
a13	-0.0348165662531765
a14	-0.10963429828606804
a15	0.06988576087862919
