file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.06
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.0499613900703158
tilty1	-0.11415787271540703
a4	-0.040928080399528596
a5	-0.10277401656648028
a6	0.22031664382982596
a7	0.011107339846195061
a8	0.00882417674813826
a9	0.09916974911933107
a10	0.055551733277301764
a11	-0.7184095517571794
a12	-0.16515399137654418
a13	0.012723527839749883
a14	-0.04969972716438287
a15	0.06253988048949863
