file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.3808232118137527
tilty1	-0.10851039373189476
a4	0.19434270370626588
a5	-0.04931755232112086
a6	0.17765339594076712
a7	-0.003982550298476509
a8	-0.012245595181857846
a9	-0.2934990178615977
a10	-0.10971332030134653
a11	-0.515514117814388
a12	-0.06033864865026505
a13	0.01875965871039512
a14	-0.04734534661870012
a15	0.003454454905878243
