file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	2
Jmax	16
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
offset	0.0
tiltx0	0.0
tilty0	0.0
tiltx1	-0.36358109107042874
tilty1	-0.08538640298847903
a4	-0.3221548036670388
a5	-0.1619862329465439
a6	0.11716905012814754
a7	-0.010791313650829581
a8	-0.016719243605387707
a9	-0.15949351417680274
a10	0.1718130835156635
a11	-0.3811137821985224
a12	-0.18634511459840472
a13	0.10295709468091709
a14	-0.005643038217701317
a15	0.02250144961077252
