it	0.0	1.0	2.0	3.0	4.0
L	0.0	0.003333928994111756	0.00228926515854322	0.0019261830892006793	0.0017846275136772995
norm	2.0	0.5856704095777082	0.2045547402485591	0.24606084991371951	0.041296958337257425
a1	0.0	0.0	0.0	0.0	0.0
a2	0.0	0.0	0.0	0.0	0.0
a3	0.0	0.0	0.0	0.0	0.0
a4	0.0	-0.19937386919879527	-0.29505993577289474	-0.47530952893185585	-0.48792524741055393
a5	0.0	-0.10213339441242364	-0.08119034929482491	-0.10368132690484196	-0.10692339749308769
a6	0.0	0.17183652935079816	0.19412668337860328	0.23737493856944109	0.24162230432298587
a7	0.0	0.02146418261281116	0.027979236417967887	0.049348569402953374	0.048959040555386864
a8	0.0	0.027632260939539275	0.05810205777713474	0.07962114375453756	0.08312980215647145
a9	0.0	0.12031466737152499	0.10721879378220266	0.14324595097137224	0.1527311300911315
a10	0.0	0.08359096287822179	0.06188098661665954	0.0788467068525289	0.08534200111746722
a11	0.0	-0.4471001144770676	-0.3264683340475959	-0.3392632638061928	-0.3465836638048258
a12	0.0	-0.16345704466480432	-0.1895467512589965	-0.19821360821280223	-0.17503755853850803
a13	0.0	-0.006466070269633431	-0.013443662541142785	-0.006395885544968172	-0.012721460608828311
a14	0.0	-0.0621270096070764	-0.11629183602415265	-0.03072720666609495	-0.02305850391641996
a15	0.0	0.07811747959325292	0.0038926756621002756	0.12328290224007978	0.14673326650432147
a16	0.0	0.04489729340683395	0.04307660105893894	0.03950737112711503	0.04523797623182376
a17	0.0	0.037523857725373366	0.025893398750559737	0.02266559756424706	0.021453493366979208
a18	0.0	0.008126442604135885	-0.000906081208927512	0.006585835284788523	0.005818791749545554
a19	0.0	-0.00483659151743096	-0.038544563491640295	-0.030279959529900754	-0.03542908477094609
a20	0.0	0.001440868809002197	-0.012860430933964526	0.015484134343204652	0.018767218266129832
a21	0.0	-0.021853973494568746	0.04780388601567444	0.028845340935463773	0.021005516189090898
