file	random_cam1_517nm
output	MPS/
ext	.fits
Jmin	4
Jmax	22
tol	0.05
maxnorm	2
maxit	30
w_cut	0.075
d	[ 0.     -1.5111]
a_d	[ 0.     -2.7408]
a1	0.0
a2	0.0
a3	0.0
a4	-0.41753750051926874
a5	-0.055288955647985714
a6	0.2404907338647465
a7	0.08326628406504955
a8	0.06673792759298061
a9	0.19297007467144622
a10	0.008026312091792335
a11	-0.3859177440369566
a12	-0.19100148022006752
a13	-0.033153417803241166
a14	-0.1226361702655263
a15	0.16541042541285184
a16	0.04190473472924151
a17	0.017560846197177113
a18	0.0246558473829028
a19	-0.05333987350281534
a20	0.020256455204096538
a21	0.053954645132213146
