it	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0
L	0.0	0.0003203879585058207	0.0001324603281067839	0.0001012376087136365	9.554556168943273e-05	9.065800712101261e-05	8.628915091380779e-05	8.269816047082509e-05	8.113102360866668e-05	8.065422159888755e-05
norm	2.0	1.294551176047113	0.36427619270288275	0.2378676677118194	0.19830129440417013	0.20774613120174937	0.21896322620832262	0.12965448198324236	0.06671206881529215	0.028817015144375898
a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4	0.0	0.5629288296227407	0.5892766020288138	0.5881969220086455	0.5824711470849397	0.5847899654953878	0.5766449383255704	0.5810927091231931	0.5734518822438042	0.5682875417901028
a5	0.0	0.6210702009487163	0.44972474182923133	0.4101443944594899	0.38170486969128037	0.38733096625907365	0.36161788034455894	0.3762114869481916	0.38657579855893603	0.3902858605391668
a6	0.0	-0.34248026149243505	-0.1567562550073403	-0.13477738175609963	-0.10206687627603539	-0.06982493472793003	-0.04779575162927037	-0.06820170060412367	-0.09497695838080207	-0.10645215599505321
a7	0.0	0.008823053634366144	0.08490274999960784	0.09168129582382362	0.09494761114187843	0.07858021232608381	0.09632000970337293	0.10945551190970633	0.11816731067564856	0.12165735109322907
a8	0.0	0.05993144636522144	0.03918777956297446	0.11248274738374858	0.1627506898038527	0.21576409953456294	0.2762217870658423	0.2907366331000374	0.3000666131205377	0.30383020920559084
a9	0.0	0.2101806591299362	0.2175711473828987	0.20866734744367052	0.23019996624089764	0.23351896698531688	0.24967604231552507	0.26635776186513926	0.27399964240212854	0.27547705440196796
a10	0.0	0.177439598121451	0.25918332108127773	0.37054033328154146	0.4721538520838249	0.5144953975403466	0.5488288854601373	0.5770603016485761	0.5948649759358554	0.5984355659670358
a11	0.0	0.14204687770674948	0.08883683297158393	0.01141830348166925	-0.10308538270618556	-0.20455110959143158	-0.3006747967324982	-0.3583402806783109	-0.3837993370470439	-0.39568371320386675
a12	0.0	0.3612971813809783	0.37991600493869987	0.3426862164934387	0.3598284080507083	0.4017061835936751	0.3535098992668639	0.32167660659740027	0.3043122050218566	0.2970669847913797
a13	0.0	-0.5065995277381938	-0.3441279831532439	-0.35509076333984096	-0.40057025488879383	-0.4702748939815801	-0.5189212219540065	-0.5432219867473066	-0.5522321023955906	-0.5560188880346179
a14	0.0	0.49057952803908916	0.409682759858663	0.4819212347932921	0.46940224407695436	0.3793159301264256	0.32264102499309927	0.3275838798558695	0.3333566884266281	0.33557521214485536
a15	0.0	-0.021307413904946608	-0.11538909324589405	-0.12789901140814625	-0.13676351967599737	-0.16359179321768727	-0.0716413240750016	-0.05975757209493904	-0.05601077552708399	-0.05125470734021981
a16	0.0	-0.29223440459323524	-0.32602701169893417	-0.38898957091213593	-0.40811369456710134	-0.3458725168076631	-0.4104321189513392	-0.48102201238800624	-0.5162516981257264	-0.5287715850033167
a17	0.0	-0.11014291160113822	-0.12895942709788977	-0.045508217181895044	0.018682449388050942	0.0643745995843885	0.027047972036946977	-0.014690080462851925	-0.03519832501675911	-0.0461024885150292
a18	0.0	0.08554680887261866	0.04331365155743181	0.08968035109427122	0.12152404904053785	0.1702670938532812	0.1894399999460118	0.18478730815139557	0.18754949849092925	0.193696891981158
a19	0.0	-0.005139165569912596	0.061739197269673037	0.09855056386815636	0.10615079771642191	0.09176671174357595	0.04029851715048895	0.020727341977956032	0.016171883473868137	0.012258166932285248
a20	0.0	0.14250374265787327	0.11706092407105098	0.05693548416373608	0.02242087655972881	0.015007725031936262	0.09898955852931837	0.14117898266076906	0.15261580690650406	0.15810137846469885
a21	0.0	-0.05440486470875067	-0.09712342906158133	-0.021563810370095762	0.018778291196851253	0.07223098101752962	0.08201087783142198	0.05558857682390021	0.04417358240485467	0.039423058885628755
