it	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0
L	0.0	0.002266978094522932	0.009553877320099735	0.0018354159563464284	0.0012698240718305837	0.0012342328617238427	0.0012180350007034533	0.001210531199187782
norm	2.0	1.2284305314993489	0.5855343234870466	0.4368693940476401	0.25324052218460386	0.05582728180515684	0.06308811565137945	0.03524560086638778
a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4	0.0	0.3339933975357595	-0.07977375515686969	-0.44473665829820336	-0.48257842217417407	-0.46906330832935866	-0.44030192777686394	-0.43471702564832243
a5	0.0	0.07840419158817233	0.05571448120310611	0.09388220361982683	-0.1201562214736473	-0.11701189285276961	-0.12027607159631891	-0.1443024577623811
a6	0.0	0.2115050105448731	0.050831591197218556	0.07163302931807787	-0.028357268606786293	-0.015101301857584404	0.0054760500115664315	-0.008507477529189145
a7	0.0	0.011516392487418932	0.025708826681223075	0.07868779085992744	0.1178526283275378	0.13814757206732262	0.1517293844623709	0.16135060519302877
a8	0.0	-0.09378265654025952	-0.04406274713165334	-0.0011793452220856537	0.01788271098871725	0.018517240694283704	0.019705604235341154	0.012671414012595729
a9	0.0	0.22486100991437438	0.25658601203060005	0.3265301954647713	0.3655251867724001	0.38762062736849834	0.39262302820017553	0.400112395227326
a10	0.0	-0.03679580502319294	0.011180960119808785	-0.07913122038648449	-0.05733076557039314	-0.06339602747664251	-0.016133309518262168	-0.005167865052013342
a11	0.0	-1.1115840296983837	-0.7579617897062948	-0.605052130480483	-0.5961380736534618	-0.5799569750456681	-0.5763742759729173	-0.5696008906730758
a12	0.0	-0.1434162273124337	-0.13567900232792585	-0.15076220398820842	-0.1163449303623235	-0.1231026387008576	-0.11587454436240606	-0.1121830499245972
a13	0.0	-0.06255856577575274	-0.024755632647088202	-0.05952641778661709	-0.04855622433989288	-0.08572681168078775	-0.09012080838529	-0.09385916826727501
a14	0.0	-0.14436632882131378	-0.036737418093030105	-0.13485120862186167	-0.10778439065080289	-0.10280258278334616	-0.1030179601898615	-0.1079982652958273
a15	0.0	0.06943842582554496	0.10426770824515627	0.044026143466904255	0.07366013268668847	0.0638026065737386	0.05002908056448116	0.04538246786750246
